Qty,Num,Rarity,Name,Type,Subtype/Allegiance,Attribute,Effect,Lore,Politics Ability,Intrigue Ability,One Power Ability,Combat Ability,Politics Cost,Intrigue Cost,One Power Cost,Combat Cost
,37,U,Gholam Attack,Event,Limited,,"This card may only be played by a Villain player.  Target a challenge and pay any amount of [Intrigue].  For each [Intrigue] you pay, target a different character participating in the challenge.  The targeted characters may not roll One Power dice in that challenge.",They were made to assassinate Aes Sedai.  No other reason.  To kill people who could channel.,,,,,,,,
,39,R2,Gyldin,Advantage,Character,,"Target Moghedien.  Moghedien gains +1 Intrigue.  As a limited event, Moghedien may pay [Intrigue] to generate either [Politics] or [Combat].  As an event, rotate Moghedien and discard this card to return a challenge card from your discard pile to your hand.","I think you may be one of those who needs a second lesson.  Pray it is not so, Liandrin; I make second lessons exceedingly sharp.",,,,,,,,
,41,C,Heart of the Stone,Advantage,Player,,"All High Lords and High Ladies you control additionally generate [Support] [Opposition] when they roll their dice.  If you control the Callandor character advantage, all challenges which target you or a card you control gain 5 additional opposition.","The anteroom was a round chamber fifty paces or more across.  A hundred gilded lamps hung on golden chains from its high ceiling.  Polished redstone columns made an inner ring, and the floor appeared to be one huge slab of black marble…",,,,,,,,
,42,U,High Lord Hearne,Character,Tear,,The cost of recruiting Mercenary characers and troops is reduced by [Combat] (This reduction applies after all other modifiers.),"…while Hearne's narrow face was all smiles, he tugged unconsciously at one earlobe as he did when furious.",2,,,1,1,,,1
,43,U,High Lord Simaan,Character,Tear,,"Put 2 versatility tokens on this card when it is first sponsored.  As an event, remove a versatility token to give High Lord Simaan +1 to either Politics or Intrigue (until the end of the turn).  As a limited event, rotate to add 2 versatility tokens to this card.  This card may not have more than 4 versatility tokens on it at any one time.","…they must perform the Rite of Guarding four times a year, claiming that they guard the whole world against the Dragon by holding Callandor.",1,1,,,1,1,,
,49,U,Illian Traders,Troop,Illian,,"As a limited event, rotate to add [2x Politics] to your pool.  These symbols have the Illian allegaince.","…was eighty feet long, with two masts, and broad in the beam with room for deck cargo as well as in the holds.",,,,3,1,1,,
,50,U,Illian Volunteers,Troop,Illian,,When this troop is killed return it to its owner's hand.,"…straggling files of men in battered breastplates that did not quite fit, or leather jerkins sewn with rusty steel disks, carrying bows or crossbows or spears, and even a few pikes.",,,,2,1,,,
,51,U,Incendiary Strike,Event,,,"Play during the Opening Moves or Coming to Grips step of a challenge.  Target a character or troop participating in that challenge.  Put two points of damage on the target.  If the target is Multiple, place it in its owner's killed pile.  A card may only be the target of Incendiary Strike once per turn.","He burned them as they ran, whether stalking more victims or fleeing him.",,,,,,,3,
,52,R3,Invasion,Challenge,,,"If successful, choose one of the following: add 4 tokens to a nation contested advantage, draw 3 cards, or take up to 2 cards (of your choice) from your discard pile and place them in your hand.","We will scour the Two Rivers… we will flog them, and flay them, and sear their souls!",,,,,,,,
,54,U1,Jaret Byar,Character,Children of the Light,,"While participating in a challenge against a monster, or a character or troop with the Aes Sedai allegiance, Jaret Byar additionally generates [Damage] when he rolls his dice.","His face was long and gaunt, with eyes so deeply set that they seemed to look out fromcaves.  There was no excess flesh on him, no fat at all; his skin was pulled tight over the muscle and bone beneath.",,,,2,,,,1
,54,U1,Jarette Byar (Misprint),Character,Children of the Light,,"While participating in a challenge against a monster, or a character or troop with the Aes Sedai allegiance, Jaret Byar additionally generates [Damage] when he rolls his dice.","His face was long and gaunt, with eyes so deeply set that they seemed to look out fromcaves.  There was no excess flesh on him, no fat at all; his skin was pulled tight over the muscle and bone beneath.",,,,2,,,,1
,57,U,Lady Selande,Character,Cairhien,,"The only cost to recruit this character is to rotate a character you control with the Cairhien allegiance.  If you control the Cairhien nation contested advantage, Lady Selande additionally generates [Politics] when she rolls her dice.","Selande stood close by his side, pale face tilted up to watch him, not the garden.  Her hair was not so elaborately done as that of a woman of higher rank, but it still added half a foot to her height.",,2,,,,,,
,59,C,Lead Them to Ruin,Challenge,,,"Target a player.  For each 2 by which this challenge succeeds, the target must return to his hand a player advantage he controls (of his choice) with a printed cost.","She glanced over her shoulder toward the Tower, the thick white shaft dominating the city, whole and straight, yet broken as surely as if it lay in ruins.",,,,,,,,
,60,C,Leader of Nations,Advantage,Character,,Target a Ta'veren you control.  Choose an allegiance of a troop you control (if any).  The target gains +2 Politics and the chosen allegiance.  Discard this card if you control a non-Ta'veren character or troop with only the Dragon allegiance.,…and here Illianer Companions in green coats with yellow cuffs rubbed shoulders with Tairen Defenders of the Stone in fat-sleeved coats striped black-and-gold and an equal number of Cairhienin drawn from forty-odd Houses…,,,,,,,,
,63,R3,Legion of the Dragon,Troop,Dragon,,"At the beginning of the ready round, you may remove 1 or 2 points of damage from this troop.","…fifteen thousand men who called themselves the Legion of the Dragon would be gathering afoot.  Rand had glimpsed them, every one in a blue coat made to button up the side so the red-and-gold Dragon across the chest would not be broken.",,,,5,2,,,1
,65,U,Linked,Advantage,Player,,"All Trolloc troops you control which are participating in a challenge with 1 or more Myrddraal you control additionally generate [Support] [Opposition] when they roll their dice.  If you put a Myrddraal into your killed pile, you must kill a Monster troop you control (if possible).","Behind the dark rider came nightmare forms with horns and muzzles and beaks, Trollocs in a double file, all in steps, boots and hooves striking the ground at the same instant as if obeying a single mind.",,,,,,,,
,68,R2,Lord Brend,Advantage,Character,,"Target Sammael.  Sammael gains +2 Politics, the Illian allegiance, and the Council of Nine trait.  As a limited event, discard this card to generate [3x Politics].  These symbols have the Illian allegiance.","Brend did have a great deal of influence with the king, some might say too  much.",,,,,,,,
,71,R2,Lord Dragon,Character,Dragon,,"Replace Rand al'Thor.  This character gains the effect text of the character he replaces.  When recruiting characters, ignore the cost modification for the Dark Nature trait.  This card does not count as a character card for starting hand selection purposes.","For he shall come like the breaking dawn, and shatter the world again with his coming, and make it anew.",2,1,3,2,,,,
,77,U,Lord Maringil,Character,Cairhien,,"As an event, rotate to remove up to 2 damage from a Cairhien troop.","Maringil shifted forward on his chair, whip-slender and tall for a Cairhienin, white hair almost touching his shoulders.",,2,,2,,1,,2
,79,C,Lull in the Storm,Challenge,,,"May only be initiated by a hero player.  Draw a card when this challenge resolves.  If any player provides support or opposition to this challenge, he draws no cards during the draw round.  If this conflict succeeds, it becomes a player advantage targeting you with the text: As a limited evnet, discard this advantage to add [Politics] [Intrigue] [2x One Power] [Combat] to your pool.  These symbols have all allegiances.","We need peace.  Time before the Trollocs come, before the Dark One breaks free, time to ready ourselves.",,,,,,,,
,82,C,Military State,Advantage,Player,,"As a limited event, rotate ths card and a ready troop you control.  Roll the troop's current Combat dice.  All ability symbols generated by the troop are added to your pool.","And if they lacked a soldier's true discipline, sheer nubmers made up for a great deal.",,,,,,,,
,85,C,No Middle Ground,Challenge,,,"For each point by which you succeed, you may put 1 point of damage on a character or troop with the Mercenary allegiance.  If you succeed by 3 or more, gain a pattern.","Lay down your arms, and those who want to return home, can.  Those who want to follow me instead, can do that.  But no man leaves here under arms unless he does follow me.",,,,,,,,
,86,C,On All Sides,Event,Limited,,"Discard from your hand every copy of every non-Multiple character card which is currently in play.  For each card discarded, add the ability symbols listed in the card's printed cost to your pool.  These symbols have all allegiances.","That act may send half the armies of the south marching to the Borderlands, but the evidence is that they're willing to take that risk.",,,,,,,,
,87,R2,Ordeith,Character,Mercenary,,"Replace Padan Fain.  Ignore all non-Mercenary allegiances and corruption tokens attached to this character.  May participate in challenges with Monsters.  When Ordeith rolls [2x Intrigue], target a Monster in play (if possible).  The target is returned to its owner's hand.  As an event, reveal this card from your hand to search your deck for Padan Fain and place him in your hand.",Kill them.  They are of no use.,2,3,,1,,,,
,88,C,Organize Resistance,Challenge,,,"If you succeed, you may remove up to 3 tokens of your choice from each contested advantage in play.","As long as it's twenty people here and fifty there, you are game for Trolloc taking.  If there are hundreds of you together, you have a chance…",,,,,,,,
,89,C,People of the Dragon,Advantage,Player,,"If your starting character does not have the Aiel allegiance, discard this card.  As an event, rotate to target a character with the Aiel allegiance.  Symbols generated by the target this turn may be used for recruiting.  Non-starting, non-Ta'veren characters you control with the Aiel allegiance are placed in your discard pile (instead of your killed pile) when they are killed.",The Aiel are the people of the Dragon.,,,,,,,,
,90,U,Pevin,Character,Dragon,,"The only cost to recruit this character is to rotate the Dragon Reborn.  As an event, rotate to search your deck for the Dragon Banner if it is not in play, and place it in your hand.  As a limited event, rotate and kill Pevin to recruit a character or troop with the Dragon allegiance for no cost.","…as near as Rand could make out, his beliefs had been winnowed down to a bare three.  The Dragon had been Reborn.  The Last Battle was coming.  And if he stayed close to Rand al'Thor he would see his family avenged before the world was destroyed.",,,,1,,,,
,91,C,Plans Within Plans,Event,,,"When paying the cost of events and/or advantages, you may pay [One Power] generated by a character or troop you control with the Aes Sedai allegiance in place of the required ability symbol.  As an event, discard this card from your hand to search your deck for an event with [One Power] in its cost or effect text and place it in your hand.","Smooth Aes Sedai faces, with knowing eyes.  They studied him with arched eyebrows and pursed lips.",,,,,,,,
,92,C,Political Powerbase,Challenge,,,"Target a nation contested advantage you control by 5 or more.  Only characters and troops of the target's allegiance may participate in this challenge.  If successful, gain a pattern.","A ripple of clapping and praise ran through the watchers along the narrow fluted columns, lords and ladies in colorful silks heavy with elaborate embroidery and braid.",,,,,,,,
,93,C,Preemptive Strike,Advantage,Troop,,"During the Opening Moves step of a challenge in which the target is participating, rotate the target and discard this card to add an amount of [Damage] to your troop damage pool equal to the target's current Combat ability.",Myrddraal were trying to turn some of the Trollocs around… but it was useless.  Even Trollocs who did turn went down before they covered fifty strides.,,,,,,,,1
,94,C,Pull of the Ta'veren,Advantage,Player,,"The cost of recruiting Ta'veren is reduced by [Politics]. (This reduction comes after all other cost modifiers.)  As an event, rotate this card to search your deck for the first Ta'veren character with a printed cost, and place it in your hand.  As an event, discard this card to search your deck for a Dragon character with no printed cost and place it in your hand, and reduce the pattern requirement of the next Ta'veren character you replace this turn by 2.","It's Rand, Faile.  He needs me.",,,,,,,,
,101,C,Rule a Nation,Challenge,,,"Choose a non-Dragon, non-Dark One allegiance.  Only characters and troops with the chosen allegiance may participate in this challenge.  If successful, this challenge becomes a player advantage targeting you with the text: As an event, spend any 2 ability symbols with the chosen allegiance to generate [Politics], [Intrigue], or [Combat] with the same allegiance.","When I took the throne I swore to uphold justice for the high and the low, and I will uphold it even if I am the last in Andor to remember justice.",,,,,,,,
,106,R2,Seeking Someshta,Challenge,,,"Only a Hero player may initiate this challenge, and only once per game.  If successful, search your deck for the Dragon Banner, The Seals, and/or the Horn of Valere, and place them in your hand.  Each character and troop with the Dark One allegiance which participates in this challenge takes 4 points of damage at the start of the resolution round.","A man-shape of woven vines and leaves, green and growing.  His hair was grass, flowing to his shoulders; his eyes, huge hazelnuts; his fingernails acorns.  Green leaves made his tunic and trousers; seamless bark his boots.",,,,,,,,
,107,R2,Selene,Advantage,Character,,"Target Lanfear.  As an event, rotate this card to give Lanfear an allegiance of your choice until the end of the turn.  When Lanfear rolls her dice, rotate this card to have Lanfear additionally generate [Politics] [One Power].  These additional symbols may only be used for recruiting.  As an event, discard this card to have Lanfear cease participating in a challenge.  Any results she generated in the challenge still apply.","Estates in Cairhien?  I may have had estates in those lands once, Selene is only a name I sometimes use…",,,,,,,,
,108,U,Shades of Grey,Event,,,Target a non-starting character.  Ability symbols generated by the target have no allegiances.  Shuffle all copies of Shades of Grey (not including this one) in your discard pile into your deck when you play this card.,"You will pay for what was done to me, al'Thor!  The world will pay!",,,,,,,,
,110,C,Square of Tammaz,Advantage,Player,,"If you do not control at least 3 members of the Council of Nine, discard this card.  When resolving a challenge you intiated from a contested advantage, you may place a token on the advantage for each 1 (instead of 2) by which you succeed.  As an event, rotate to target a member of the Council of Nine.  When the target rolls his dice this turn he additionally generates [Politics] [Intrigue] [Combat].","A huge, white palace stood at either end of the square… Each reflected the other exactly, at first glance, but then Perrin realized that one was just a fraction smaller in each dimension, its towers perhaps less than a pace shorter.",,,,,,,,
,111,C,Strength in Diversity,Event,,,All characters and troops you control gain the allegiances of all characters and troops you control.,"The world will know us soon enough, and what we've done.  Or tried to do.",,,,,,,,
,112,C,Strength of Character,Challenge,,,"Target a character you control with a printed cost.  If you succeed, this card becomes a character advantage on the target with the following text: When this character rolls his dice during the generate resource pool step, his results are ignored.  He instead generates the ability symbols listed in his printed cost.","Asmodean's teeth bared.  Not a grimace, but a weary rictus of a smile; the man thought he was winning.  Perhaps he was.",,,,,,,,
,113,C,Strong Loyalties,Event,,,"Place a token on each nation contested advantage you control.  For the rest of the turn, you may rotate a nation contested advantage you control to search your deck for any card with the same allegiance as the advantage, and place it in your hand.","I cannot express how happy I am to see you guarded by Tairens, my Lord Dragon.",,,,,,,,
,115,C,Take Back the Night,Advantage,Player,,"May only be played by a Hero player.  If 1 or more Monsters were recruited during the action round, all troops you control participating in challenges roll three additional Combat dice when they roll their dice.",The ground rumbled with the thunder of hooves as the forces of humankind launched their last charge.,,,,,,,,
,116,U,Tear Defenders,Troop,Tear,,"While participating in a challenge you did not initiate, this troop rolls an additional 2 Combat dice when it rolls its dice.","There was no need for the Captain of the Stone to be personally in charge of Rand's bodyguard, but he frequently was.",,,,4,1,,,1
,119,C,The Dance of Spears,Event,,,During a challenge you may pay [Combat] generated by a character you control with the Aiel allegiance to remove [Damage] from any damage pool.,You dance well for one caught by surprise…,,,,,,,,
,120,C,The Game of Houses,Event,Limited,,Add [Intrigue] to your pool for each character and troop you control with the Cairhien allegiance.  These symbols have the Cairhien allegiance.,"Who can say with Cairhienin, Lord Rand? They seem to think everything has to do with Daes Dae'mar.",,,,,,,,
,122,C,The Halls of Power,Advantage,Player,,"Ability symbols generated by cards you control which do not have the Aes Sedai allegiance may not be used for recruiting.  When you recruit a card with the Aes Sedai allegiance, you may search your deck for the first event with [One Power] in its cost, and place it in your hand.  When you place a card with the Aes Sedai allegiance into your killed pile, you may take an event with [One Power] in its cost from your discard pile and place it in your hand.",We have made the world dance as we sang for three thousand years.,,,,,,,,
,123,R2,The Host,Troop,Dragon,,"There is no cost to recruit this troop.  If you do not discard from play 3 non-Mercenary troops you control with different allegiances when you recruit this troop, kill it immediately.","It was an army to make Illian shake in its boots, a host already mighty enough to smash anything in its path.",,,,9,,,,
,124,C,The Light Illumine,Event,Limited,,All non-starting characters and troops you control with the Children of the Light allegiance which are placed into your killed pile this turn are instead returned to your hand.,Now go… You have work to do.,,,,,,,,
,125,U,The Lines of Loyalty,Advantage,Player,,"May only be played by a Hero Player.  As a limited event, rotate this card to reveal a character card in your hand, place it on the bottom of your deck, then search your deck for the first character and place it in your hand.  As an event, discard this card to search your deck for a character and place it in your hand.",You are all tied together in something dangerous...,,,,,,,,
,126,C,The Lion and the Rose,Event,Limited,,"Rotate any number of characters you control with the Andor allegiance.  For each character rotated, add [2x Support] or [2x Opposition] to a target challenge.",I want you to take a message to Caemlyn for me… I want you to ask Queen Morgase to send us some of the Queen's Guards.,,,,,,,,
,127,C,The Lion Throne,Advantage,Player,,"If you do not control the Andor nation contested advantage, discard this card.  When characters you control with the Andor allegiance roll their Politics dice during a challenge, they roll an additional Politics die.",The Lion Throne is no bauble to be accepted from a man.,,,,,,,,
,129,C,The Pattern Decrees,Event,,,"Target a number of characters or troops you control up to the number of tokens on your section of the pattern.  When the targets roll their dice while participating in a challenge this turn, they additionally generate [2x Support] [2x Opposition].",The Pattern pays no heed to human plans…,,,,,,,,
,130,C,The Port of Illian,Event,Limited,,"For each member of the Council of Nine you control, add [Politics], [Intrigue], or [Combat] to your pool.  These symbols have all allegiances.","The long docks held many ships, and bustled with the loading and unloading of cargo.  There were shipyards at the far end of the city, where great ships stood in every stage from skeletons of thick wooden ribs to nearly ready to slide into the harbor.",,,,,,,,
,131,R2,The Prophet,Character,Dragon,,"While participating in a challenge, all Dragonsworn you control participating in the same challenge gain +1 Combat.  As an event, rotate to search your deck for a Dragonsworn and place it in your hand.  If a Dragonsworn you control could have participated in either the Pattern Challenge or Last Battle but didn't, discard it.","I will lead the people to Tear, to bask in the radiance of the Lord Dragon.",3,1,,3,3,,,1
,135,C,The Stone Still Stands,Event,Limited,,"Draw a card for each High Lord and High Lady you control.  Reveal these cards to all players.  If any card drawn is not a character or troop with the Tear allegiance, shuffle it back into your deck.",Rally to the Stone!  The Stone Stands!,,,,,,,,
,136,C,The Sun Throne,Advantage,Player,,"If you do not control at least 3 troops with the Cairhien allegiance, discard this card.  No other player may target characters and troops you control with event cards, unless the event has a [One Power] in its cost.","The great heavy-armed chair glittered with gold and golden silk, but somehow it seemed to be plain vertical lines, except for the wavy-rayed Rising Sun that would stand above the head of whoever sat on it.",,,,,,,,
,137,U,The Void,Advantage,Character,,"Pay any ability symbol from a target character you control to play this card on the target.  While participating in a challenge, the target rolls an additional die for each different ability he is rolling in the challenge.  As an event, discard this card to remove a point of damage from the target.","Blank your mind.  Empty it of hate or fear, of everything.",,,,,,,,
,138,U,The Younglings,Troop,Aes Sedai,,"If you control Gawyn, this troop has no cost.  If this troop is participating in the Tar Valon contested advantage, it additionally generates [2x Support] [2x Opposition] when it rolls its dice.","Young, as indeed all the Younglings were, many did not need to shave beyond every third day, and a few still only pretended even that.",,,,3,,,1,1
,143,C,Under One Banner,Advantage,Player,,"While participating in the Last Battle, your starting character gains +1 to all non-zero abilities for each different allegiance possessed by your characters and troops.","This land was ours, and it will be ours again…",,,,,,,,
,144,C,United Front,Event,,,Play during the Coming to Grips step of a challenge.  Add either [3x Support] or [3x Opposition] to the challenge.,The true Dragon Reborn will not need to gather a following before nations move against him.  He will begin with a nation around him and an army at his back.,,,,,1,,,
,145,C,War of Attrition,Challenge,,,"Target a player.  For each 2 by which this challenge succeeds, the target must move 1 card from the top of his deck to his discard pile.","The thickening tentacles of fog swung uncertainly for a moment, then struck like vipers.",,,,,,,,
,146,U,War Party,Troop,Aiel,,"This troop may not rotate to heal.  As a limited event, pay [2x Combat] to remove 1 point of damage from this troop.","Half a mile to right and left Taardad appeared, running in time to their song in two wide columns, spears ready, faces veiled, seemingly endless columns rolling toward the mountains.",,,,7,,,,3
,149,U,Whitecloak Spy,Character,Children of the Light,,"This card may only be recruited with ability symbols with the Children of the Light allegiance.  If any player has 4 or more pattern, you may rotate and kill Whitecloak Spy to target a character that was recruited this turn.  The target is returned to its owner's hand and cannot be recruited this turn or next turn.","The only unsmiling face he saw was on a man huddled by one of the fireplaces, and that fellow had a scar that crossed his whole face from one temple to the opposite jaw, giving his nose a slant and drawing the corner of his mouth down.",,2,,,,1,,
